pe/REGLAMENTO-TC-2004.md	REGLAMENTO-TC-2004	Reglamento Normativo del Tribunal Constitucional	2004-09-14	2004-09-14T00:00:00Z	2004
pe/DS-156-2004-EF.md	DS-156-2004-EF	TUO de la Ley de Tributación Municipal	2004-11-15	2004-11-15T00:00:00Z	2004
pe/reformas-constitucionales/LEY-REFORMA-28390-2004.md	LEY-REFORMA-28390-2004	Ley de Reforma de los artículos 74 y 191 de la Constitución	2004-11-17	2004-11-17T00:00:00Z	2004
pe/reformas-constitucionales/LEY-REFORMA-28389-2004.md	LEY-REFORMA-28389-2004	Ley de Reforma de los artículos 11, 103 y Primera Disposición Final y Transitoria de la Constitución	2004-11-17	2004-11-17T00:00:00Z	2004
pe/LEY-28411-2004.md	LEY-28411-2004	Ley N° 28411 - Ley General del Sistema Nacional de Presupuesto	2004-12-08	2004-12-08T00:00:00Z	2004
pe/DS-179-2004-EF-TUO-RENTA-2004.md	DS-179-2004-EF-TUO-RENTA-2004	TUO Ley del Impuesto a la Renta	2004-12-08	2004-12-08T00:00:00Z	2004
pe/LEY-42044-2004.md	LEY-42044-2004	CONGRESO DE LA REPUBLICA	2004-12-31	2004-12-31T00:00:00Z	2004
pe/LEY-27170-2004.md	LEY-27170-2004	Ley N.° 27170	2004-12-31	2004-12-31T00:00:00Z	2004
pe/reformas-constitucionales/LEY-REFORMA-28480-2005.md	LEY-REFORMA-28480-2005	Ley de Reforma Constitucional que reconoce el derecho de los miembros de las Fuerzas Armadas y Policía Nacional a participar en procesos electorales	2005-03-30	2005-03-30T00:00:00Z	2005
pe/reformas-constitucionales/LEY-REFORMA-28484-2005.md	LEY-REFORMA-28484-2005	Ley de Reforma Constitucional de los artículos 87, 91, 92, 96 y 101	2005-04-05	2005-04-05T00:00:00Z	2005
pe/LEY-28518-2005.md	LEY-28518-2005	Ley sobre Modalidades Formativas Laborales	2005-05-24	2005-05-24T00:00:00Z	2005
pe/LEY-28579-2005.md	LEY-28579-2005	Ley de Conversión del Fondo Hipotecario de la Vivienda - Fondo Mivivienda a Fondo Mivivienda	2005-07-09	2005-07-09T00:00:00Z	2005
pe/reformas-constitucionales/LEY-REFORMA-28607-2005.md	LEY-REFORMA-28607-2005	Ley de Reforma del artículo 91 de la Constitución	2005-10-04	2005-10-04T00:00:00Z	2005
pe/LEY-28611-2005.md	LEY-28611-2005	Ley N° 28611 - Ley General del Ambiente	2005-10-15	2005-10-15T00:00:00Z	2005
pe/LEY-28617-2005.md	LEY-28617-2005	Ley que establece la barrera electoralEn esta ley, se define qué es la barrera electoral y qué pasa si un partido no la alcanza.29 de octubre de 2005	2005-10-29	2005-10-29T00:00:00Z	2005
pe/LEY-28449-2005.md	LEY-28449-2005	La presente Ley tiene por objeto establecer las nuevas reglas del régimen de pensiones del Decreto	2005-12-31	2005-12-31T00:00:00Z	2005
pe/DLEG-961-2006.md	DLEG-961-2006	Código de Justicia Militar Policial	2006-01-11	2006-01-11T00:00:00Z	2006
pe/LEY-28677-2006.md	LEY-28677-2006	Ley N° 28677 - Ley de la Garantía Mobiliaria	2006-03-01	2006-03-01T00:00:00Z	2006
pe/LEY-28683-2006.md	LEY-28683-2006	Ley que modifica la Ley Nº 27408Se dispone que en los lugares de atención al público las mujeres embarazadas, las niñas, niños, las personas adultas mayores y con discapacidad, deben ser	2006-03-11	2006-03-11T00:00:00Z	2006
pe/LEY-28716-2006.md	LEY-28716-2006	Ley de Control Interno de las Entidades del Estado	2006-04-18	2006-04-18T00:00:00Z	2006
